Day;Category Title;% de total Eventos
26/3/2018;News & Politics;7,692307692%
27/3/2018;News & Politics;7,575757576%
28/3/2018;News & Politics;8,196721311%
29/3/2018;News & Politics;7,936507937%
30/3/2018;News & Politics;7,936507937%
31/3/2018;News & Politics;8,196721311%
1/4/2018;News & Politics;7,692307692%
2/4/2018;News & Politics;7,575757576%
3/4/2018;News & Politics;7,8125%
4/4/2018;News & Politics;7,8125%
5/4/2018;News & Politics;7,575757576%
6/4/2018;News & Politics;7,936507937%
7/4/2018;News & Politics;8,196721311%
14/4/2018;News & Politics;7,692307692%
15/4/2018;News & Politics;7,692307692%
16/4/2018;News & Politics;7,462686567%
17/4/2018;News & Politics;7,575757576%
18/4/2018;News & Politics;7,8125%
19/4/2018;News & Politics;7,692307692%
20/4/2018;News & Politics;7,575757576%
21/4/2018;News & Politics;7,462686567%
22/4/2018;News & Politics;7,575757576%
23/4/2018;News & Politics;7,352941176%
24/4/2018;News & Politics;7,575757576%
25/4/2018;News & Politics;7,462686567%
26/4/2018;News & Politics;7,8125%
27/4/2018;News & Politics;7,692307692%
28/4/2018;News & Politics;7,575757576%
29/4/2018;News & Politics;7,692307692%
30/4/2018;News & Politics;7,575757576%
1/5/2018;News & Politics;7,692307692%
2/5/2018;News & Politics;7,8125%
3/5/2018;News & Politics;7,936507937%
4/5/2018;News & Politics;7,692307692%
5/5/2018;News & Politics;7,462686567%
6/5/2018;News & Politics;8,064516129%
7/5/2018;News & Politics;8,064516129%
8/5/2018;News & Politics;7,936507937%
9/5/2018;News & Politics;7,575757576%
10/5/2018;News & Politics;7,8125%
11/5/2018;News & Politics;7,246376812%
12/5/2018;News & Politics;7,462686567%
13/5/2018;News & Politics;7,352941176%
14/5/2018;News & Politics;7,8125%
15/5/2018;News & Politics;7,462686567%
16/5/2018;News & Politics;7,575757576%
17/5/2018;News & Politics;7,692307692%
18/5/2018;News & Politics;7,352941176%
19/5/2018;News & Politics;6,349206349%
20/5/2018;News & Politics;6,779661017%
21/5/2018;News & Politics;7,462686567%
22/5/2018;News & Politics;7,575757576%
23/5/2018;News & Politics;7,575757576%
24/5/2018;News & Politics;7,462686567%
25/5/2018;News & Politics;7,352941176%
26/5/2018;News & Politics;7,575757576%
27/5/2018;News & Politics;7,462686567%
28/5/2018;News & Politics;7,8125%
29/5/2018;News & Politics;7,8125%
30/5/2018;News & Politics;7,575757576%
31/5/2018;News & Politics;7,462686567%
1/6/2018;News & Politics;7,352941176%
2/6/2018;News & Politics;7,575757576%
3/6/2018;News & Politics;7,246376812%
4/6/2018;News & Politics;7,575757576%
5/6/2018;News & Politics;7,462686567%
6/6/2018;News & Politics;7,575757576%
7/6/2018;News & Politics;7,692307692%
8/6/2018;News & Politics;7,936507937%
9/6/2018;News & Politics;7,936507937%
10/6/2018;News & Politics;7,936507937%
11/6/2018;News & Politics;7,8125%
12/6/2018;News & Politics;7,692307692%
13/6/2018;News & Politics;7,692307692%
14/6/2018;News & Politics;7,462686567%
14/11/2017;Music;7,407407407%
15/11/2017;Music;7,142857143%
16/11/2017;Music;7,142857143%
17/11/2017;Music;7,407407407%
18/11/2017;Music;7,142857143%
19/11/2017;Music;7,547169811%
20/11/2017;Music;7,547169811%
21/11/2017;Music;7,407407407%
22/11/2017;Music;7,692307692%
23/11/2017;Music;7,407407407%
24/11/2017;Music;7,547169811%
25/11/2017;Music;7,272727273%
26/11/2017;Music;7,407407407%
27/11/2017;Music;7,407407407%
28/11/2017;Music;7,407407407%
29/11/2017;Music;7,407407407%
30/11/2017;Music;7,843137255%
1/12/2017;Music;7,272727273%
2/12/2017;Music;7,272727273%
3/12/2017;Music;7,547169811%
4/12/2017;Music;7,407407407%
5/12/2017;Music;7,272727273%
6/12/2017;Music;7,142857143%
7/12/2017;Music;7,142857143%
8/12/2017;Music;7,407407407%
9/12/2017;Music;7,017543860%
10/12/2017;Music;7,272727273%
11/12/2017;Music;7,692307692%
12/12/2017;Music;7,272727273%
13/12/2017;Music;7,547169811%
14/12/2017;Music;7,843137255%
15/12/2017;Music;8%
16/12/2017;Music;7,142857143%
17/12/2017;Music;7,547169811%
18/12/2017;Music;7,692307692%
19/12/2017;Music;7,272727273%
20/12/2017;Music;7,547169811%
21/12/2017;Music;7,407407407%
22/12/2017;Music;7,547169811%
23/12/2017;Music;7,407407407%
24/12/2017;Music;8,163265306%
25/12/2017;Music;7,843137255%
26/12/2017;Music;7,692307692%
27/12/2017;Music;7,547169811%
28/12/2017;Music;7,407407407%
29/12/2017;Music;7,272727273%
30/12/2017;Music;7,272727273%
31/12/2017;Music;7,843137255%
1/1/2018;Music;7,692307692%
2/1/2018;Music;7,547169811%
3/1/2018;Music;7,547169811%
4/1/2018;Music;7,407407407%
5/1/2018;Music;7,407407407%
6/1/2018;Music;7,692307692%
7/1/2018;Music;7,843137255%
8/1/2018;Music;7,547169811%
9/1/2018;Music;7,692307692%
12/1/2018;Music;7,272727273%
13/1/2018;Music;7,547169811%
14/1/2018;Music;7,692307692%
15/1/2018;Music;7,692307692%
16/1/2018;Music;7,843137255%
17/1/2018;Music;7,272727273%
18/1/2018;Music;7,407407407%
19/1/2018;Music;7,692307692%
20/1/2018;Music;7,692307692%
21/1/2018;Music;7,843137255%
22/1/2018;Music;7,692307692%
23/1/2018;Music;7,407407407%
24/1/2018;Music;7,843137255%
25/1/2018;Music;7,692307692%
26/1/2018;Music;7,547169811%
27/1/2018;Music;7,692307692%
28/1/2018;Music;7,843137255%
29/1/2018;Music;7,407407407%
30/1/2018;Music;7,142857143%
31/1/2018;Music;7,017543860%
1/2/2018;Music;7,407407407%
2/2/2018;Music;7,407407407%
3/2/2018;Music;7,843137255%
4/2/2018;Music;8%
5/2/2018;Music;7,547169811%
6/2/2018;Music;7,407407407%
7/2/2018;Music;6,153846154%
8/2/2018;Music;6,349206349%
9/2/2018;Music;7,352941176%
10/2/2018;Music;7,692307692%
11/2/2018;Music;7,936507937%
12/2/2018;Music;7,8125%
13/2/2018;Music;7,462686567%
14/2/2018;Music;7,692307692%
15/2/2018;Music;7,692307692%
16/2/2018;Music;7,352941176%
17/2/2018;Music;7,692307692%
18/2/2018;Music;7,8125%
19/2/2018;Music;7,8125%
20/2/2018;Music;7,692307692%
21/2/2018;Music;7,692307692%
22/2/2018;Music;7,692307692%
23/2/2018;Music;7,8125%
24/2/2018;Music;7,462686567%
25/2/2018;Music;7,8125%
26/2/2018;Music;7,692307692%
27/2/2018;Music;7,575757576%
28/2/2018;Music;7,246376812%
1/3/2018;Music;7,936507937%
2/3/2018;Music;7,575757576%
3/3/2018;Music;7,8125%
4/3/2018;Music;7,692307692%
5/3/2018;Music;7,575757576%
6/3/2018;Music;7,8125%
7/3/2018;Music;7,575757576%
8/3/2018;Music;7,936507937%
9/3/2018;Music;7,8125%
10/3/2018;Music;8,064516129%
11/3/2018;Music;8,064516129%
12/3/2018;Music;7,692307692%
13/3/2018;Music;7,462686567%
14/3/2018;Music;7,462686567%
15/3/2018;Music;7,407407407%
16/3/2018;Music;7,936507937%
17/3/2018;Music;7,936507937%
18/3/2018;Music;8,064516129%
19/3/2018;Music;7,936507937%
20/3/2018;Music;7,936507937%
21/3/2018;Music;7,8125%
22/3/2018;Music;7,936507937%
23/3/2018;Music;7,8125%
24/3/2018;Music;7,692307692%
25/3/2018;Music;7,8125%
26/3/2018;Music;7,692307692%
27/3/2018;Music;7,575757576%
28/3/2018;Music;8,196721311%
29/3/2018;Music;7,936507937%
30/3/2018;Music;7,936507937%
31/3/2018;Music;8,196721311%
1/4/2018;Music;7,692307692%
2/4/2018;Music;7,575757576%
3/4/2018;Music;7,8125%
4/4/2018;Music;7,8125%
5/4/2018;Music;7,575757576%
6/4/2018;Music;7,936507937%
7/4/2018;Music;8,196721311%
14/4/2018;Music;7,692307692%
15/4/2018;Music;7,692307692%
16/4/2018;Music;7,462686567%
17/4/2018;Music;7,575757576%
18/4/2018;Music;7,8125%
19/4/2018;Music;7,692307692%
20/4/2018;Music;7,575757576%
21/4/2018;Music;7,462686567%
22/4/2018;Music;7,575757576%
23/4/2018;Music;7,352941176%
24/4/2018;Music;7,575757576%
25/4/2018;Music;7,462686567%
26/4/2018;Music;7,8125%
27/4/2018;Music;7,692307692%
28/4/2018;Music;7,575757576%
29/4/2018;Music;7,692307692%
30/4/2018;Music;7,575757576%
1/5/2018;Music;7,692307692%
2/5/2018;Music;7,8125%
3/5/2018;Music;7,936507937%
4/5/2018;Music;7,692307692%
5/5/2018;Music;7,462686567%
6/5/2018;Music;8,064516129%
7/5/2018;Music;8,064516129%
8/5/2018;Music;7,936507937%
9/5/2018;Music;7,575757576%
10/5/2018;Music;7,8125%
11/5/2018;Music;7,246376812%
12/5/2018;Music;7,462686567%
13/5/2018;Music;7,352941176%
14/5/2018;Music;6,25%
15/5/2018;Music;7,462686567%
16/5/2018;Music;7,575757576%
17/5/2018;Music;7,692307692%
18/5/2018;Music;7,352941176%
19/5/2018;Music;7,936507937%
20/5/2018;Music;8,474576271%
21/5/2018;Music;7,462686567%
22/5/2018;Music;7,575757576%
23/5/2018;Music;7,575757576%
24/5/2018;Music;7,462686567%
25/5/2018;Music;7,352941176%
26/5/2018;Music;7,575757576%
27/5/2018;Music;7,462686567%
28/5/2018;Music;7,8125%
29/5/2018;Music;7,8125%
30/5/2018;Music;7,575757576%
31/5/2018;Music;7,462686567%
1/6/2018;Music;7,352941176%
2/6/2018;Music;7,575757576%
3/6/2018;Music;7,246376812%
4/6/2018;Music;7,575757576%
5/6/2018;Music;7,462686567%
6/6/2018;Music;7,575757576%
7/6/2018;Music;7,692307692%
8/6/2018;Music;7,936507937%
9/6/2018;Music;7,936507937%
10/6/2018;Music;7,936507937%
11/6/2018;Music;7,8125%
12/6/2018;Music;7,692307692%
13/6/2018;Music;7,692307692%
14/6/2018;Music;7,462686567%
1/1/2018;Movies;1,923076923%
2/1/2018;Movies;3,773584906%
21/4/2018;Movies;1,492537313%
24/4/2018;Movies;1,515151515%
28/4/2018;Movies;1,515151515%
29/4/2018;Movies;1,538461538%
30/4/2018;Movies;1,515151515%
2/5/2018;Movies;1,5625%
5/5/2018;Movies;1,492537313%
9/5/2018;Movies;1,515151515%
12/5/2018;Movies;1,492537313%
31/5/2018;Movies;1,492537313%
1/6/2018;Movies;2,941176471%
2/6/2018;Movies;1,515151515%
3/6/2018;Movies;1,449275362%
4/6/2018;Movies;1,515151515%
5/6/2018;Movies;1,492537313%
6/6/2018;Movies;1,515151515%
7/6/2018;Movies;1,538461538%
8/6/2018;Movies;1,587301587%
14/11/2017;Howto & Style;7,407407407%
15/11/2017;Howto & Style;7,142857143%
16/11/2017;Howto & Style;7,142857143%
17/11/2017;Howto & Style;7,407407407%
18/11/2017;Howto & Style;7,142857143%
19/11/2017;Howto & Style;7,547169811%
20/11/2017;Howto & Style;7,547169811%
21/11/2017;Howto & Style;7,407407407%
22/11/2017;Howto & Style;5,769230769%
23/11/2017;Howto & Style;7,407407407%
24/11/2017;Howto & Style;7,547169811%
25/11/2017;Howto & Style;7,272727273%
26/11/2017;Howto & Style;7,407407407%
27/11/2017;Howto & Style;7,407407407%
28/11/2017;Howto & Style;7,407407407%
29/11/2017;Howto & Style;7,407407407%
30/11/2017;Howto & Style;7,843137255%
1/12/2017;Howto & Style;7,272727273%
2/12/2017;Howto & Style;7,272727273%
3/12/2017;Howto & Style;5,660377358%
4/12/2017;Howto & Style;7,407407407%
5/12/2017;Howto & Style;7,272727273%
6/12/2017;Howto & Style;7,142857143%
7/12/2017;Howto & Style;7,142857143%
8/12/2017;Howto & Style;7,407407407%
9/12/2017;Howto & Style;7,017543860%
10/12/2017;Howto & Style;7,272727273%
11/12/2017;Howto & Style;7,692307692%
12/12/2017;Howto & Style;7,272727273%
13/12/2017;Howto & Style;7,547169811%
14/12/2017;Howto & Style;7,843137255%
15/12/2017;Howto & Style;8%
16/12/2017;Howto & Style;7,142857143%
17/12/2017;Howto & Style;7,547169811%
18/12/2017;Howto & Style;7,692307692%
19/12/2017;Howto & Style;7,272727273%
20/12/2017;Howto & Style;7,547169811%
21/12/2017;Howto & Style;7,407407407%
22/12/2017;Howto & Style;7,547169811%
23/12/2017;Howto & Style;7,407407407%
24/12/2017;Howto & Style;8,163265306%
25/12/2017;Howto & Style;7,843137255%
26/12/2017;Howto & Style;7,692307692%
27/12/2017;Howto & Style;7,547169811%
28/12/2017;Howto & Style;7,407407407%
29/12/2017;Howto & Style;7,272727273%
30/12/2017;Howto & Style;7,272727273%
31/12/2017;Howto & Style;7,843137255%
1/1/2018;Howto & Style;7,692307692%
2/1/2018;Howto & Style;7,547169811%
3/1/2018;Howto & Style;7,547169811%
4/1/2018;Howto & Style;7,407407407%
5/1/2018;Howto & Style;7,407407407%
6/1/2018;Howto & Style;7,692307692%
7/1/2018;Howto & Style;7,843137255%
8/1/2018;Howto & Style;7,547169811%
9/1/2018;Howto & Style;7,692307692%
12/1/2018;Howto & Style;7,272727273%
13/1/2018;Howto & Style;7,547169811%
14/1/2018;Howto & Style;7,692307692%
15/1/2018;Howto & Style;7,692307692%
16/1/2018;Howto & Style;7,843137255%
17/1/2018;Howto & Style;7,272727273%
18/1/2018;Howto & Style;7,407407407%
19/1/2018;Howto & Style;7,692307692%
20/1/2018;Howto & Style;7,692307692%
21/1/2018;Howto & Style;7,843137255%
22/1/2018;Howto & Style;7,692307692%
23/1/2018;Howto & Style;7,407407407%
24/1/2018;Howto & Style;7,843137255%
25/1/2018;Howto & Style;7,692307692%
26/1/2018;Howto & Style;7,547169811%
27/1/2018;Howto & Style;7,692307692%
28/1/2018;Howto & Style;7,843137255%
29/1/2018;Howto & Style;7,407407407%
30/1/2018;Howto & Style;7,142857143%
31/1/2018;Howto & Style;7,017543860%
1/2/2018;Howto & Style;7,407407407%
2/2/2018;Howto & Style;7,407407407%
3/2/2018;Howto & Style;7,843137255%
4/2/2018;Howto & Style;8%
5/2/2018;Howto & Style;7,547169811%
6/2/2018;Howto & Style;7,407407407%
7/2/2018;Howto & Style;7,692307692%
8/2/2018;Howto & Style;7,936507937%
9/2/2018;Howto & Style;7,352941176%
10/2/2018;Howto & Style;7,692307692%
11/2/2018;Howto & Style;7,936507937%
12/2/2018;Howto & Style;7,8125%
13/2/2018;Howto & Style;7,462686567%
14/2/2018;Howto & Style;7,692307692%
15/2/2018;Howto & Style;7,692307692%
16/2/2018;Howto & Style;7,352941176%
17/2/2018;Howto & Style;7,692307692%
18/2/2018;Howto & Style;7,8125%
19/2/2018;Howto & Style;7,8125%
20/2/2018;Howto & Style;7,692307692%
21/2/2018;Howto & Style;7,692307692%
22/2/2018;Howto & Style;7,692307692%
23/2/2018;Howto & Style;7,8125%
24/2/2018;Howto & Style;7,462686567%
25/2/2018;Howto & Style;7,8125%
26/2/2018;Howto & Style;7,692307692%
27/2/2018;Howto & Style;7,575757576%
28/2/2018;Howto & Style;7,246376812%
1/3/2018;Howto & Style;7,936507937%
2/3/2018;Howto & Style;7,575757576%
3/3/2018;Howto & Style;7,8125%
4/3/2018;Howto & Style;7,692307692%
5/3/2018;Howto & Style;7,575757576%
6/3/2018;Howto & Style;7,8125%
7/3/2018;Howto & Style;7,575757576%
8/3/2018;Howto & Style;7,936507937%
9/3/2018;Howto & Style;7,8125%
10/3/2018;Howto & Style;8,064516129%
11/3/2018;Howto & Style;8,064516129%
12/3/2018;Howto & Style;7,692307692%
13/3/2018;Howto & Style;7,462686567%
14/3/2018;Howto & Style;7,462686567%
15/3/2018;Howto & Style;5,555555556%
16/3/2018;Howto & Style;7,936507937%
17/3/2018;Howto & Style;7,936507937%
18/3/2018;Howto & Style;8,064516129%
19/3/2018;Howto & Style;7,936507937%
20/3/2018;Howto & Style;7,936507937%
21/3/2018;Howto & Style;7,8125%
22/3/2018;Howto & Style;7,936507937%
23/3/2018;Howto & Style;7,8125%
24/3/2018;Howto & Style;7,692307692%
25/3/2018;Howto & Style;7,8125%
26/3/2018;Howto & Style;7,692307692%
27/3/2018;Howto & Style;7,575757576%
28/3/2018;Howto & Style;8,196721311%
29/3/2018;Howto & Style;7,936507937%
30/3/2018;Howto & Style;7,936507937%
31/3/2018;Howto & Style;8,196721311%
1/4/2018;Howto & Style;7,692307692%
2/4/2018;Howto & Style;7,575757576%
3/4/2018;Howto & Style;7,8125%
4/4/2018;Howto & Style;7,8125%
5/4/2018;Howto & Style;7,575757576%
6/4/2018;Howto & Style;7,936507937%
7/4/2018;Howto & Style;8,196721311%
14/4/2018;Howto & Style;7,692307692%
15/4/2018;Howto & Style;7,692307692%
16/4/2018;Howto & Style;7,462686567%
17/4/2018;Howto & Style;7,575757576%
18/4/2018;Howto & Style;7,8125%
19/4/2018;Howto & Style;7,692307692%
20/4/2018;Howto & Style;7,575757576%
21/4/2018;Howto & Style;7,462686567%
22/4/2018;Howto & Style;7,575757576%
23/4/2018;Howto & Style;7,352941176%
24/4/2018;Howto & Style;7,575757576%
25/4/2018;Howto & Style;7,462686567%
26/4/2018;Howto & Style;7,8125%
27/4/2018;Howto & Style;7,692307692%
28/4/2018;Howto & Style;7,575757576%
29/4/2018;Howto & Style;7,692307692%
30/4/2018;Howto & Style;7,575757576%
1/5/2018;Howto & Style;7,692307692%
2/5/2018;Howto & Style;7,8125%
3/5/2018;Howto & Style;7,936507937%
4/5/2018;Howto & Style;7,692307692%
5/5/2018;Howto & Style;7,462686567%
6/5/2018;Howto & Style;8,064516129%
7/5/2018;Howto & Style;8,064516129%
8/5/2018;Howto & Style;7,936507937%
9/5/2018;Howto & Style;7,575757576%
10/5/2018;Howto & Style;7,8125%
11/5/2018;Howto & Style;7,246376812%
12/5/2018;Howto & Style;7,462686567%
13/5/2018;Howto & Style;7,352941176%
14/5/2018;Howto & Style;7,8125%
15/5/2018;Howto & Style;7,462686567%
16/5/2018;Howto & Style;7,575757576%
17/5/2018;Howto & Style;7,692307692%
18/5/2018;Howto & Style;7,352941176%
19/5/2018;Howto & Style;7,936507937%
20/5/2018;Howto & Style;8,474576271%
21/5/2018;Howto & Style;7,462686567%
22/5/2018;Howto & Style;7,575757576%
23/5/2018;Howto & Style;7,575757576%
24/5/2018;Howto & Style;7,462686567%
25/5/2018;Howto & Style;7,352941176%
26/5/2018;Howto & Style;7,575757576%
27/5/2018;Howto & Style;7,462686567%
28/5/2018;Howto & Style;7,8125%
29/5/2018;Howto & Style;7,8125%
30/5/2018;Howto & Style;7,575757576%
31/5/2018;Howto & Style;7,462686567%
1/6/2018;Howto & Style;5,882352941%
2/6/2018;Howto & Style;7,575757576%
3/6/2018;Howto & Style;7,246376812%
4/6/2018;Howto & Style;7,575757576%
5/6/2018;Howto & Style;7,462686567%
6/6/2018;Howto & Style;7,575757576%
7/6/2018;Howto & Style;7,692307692%
8/6/2018;Howto & Style;7,936507937%
9/6/2018;Howto & Style;7,936507937%
10/6/2018;Howto & Style;7,936507937%
11/6/2018;Howto & Style;7,8125%
12/6/2018;Howto & Style;7,692307692%
13/6/2018;Howto & Style;7,692307692%
14/6/2018;Howto & Style;7,462686567%
14/11/2017;Gaming;5,555555556%
15/11/2017;Gaming;5,357142857%
16/11/2017;Gaming;5,357142857%
17/11/2017;Gaming;5,555555556%
18/11/2017;Gaming;5,357142857%
19/11/2017;Gaming;5,660377358%
20/11/2017;Gaming;5,660377358%
21/11/2017;Gaming;5,555555556%
22/11/2017;Gaming;5,769230769%
23/11/2017;Gaming;5,555555556%
24/11/2017;Gaming;5,660377358%
25/11/2017;Gaming;5,454545455%
26/11/2017;Gaming;5,555555556%
27/11/2017;Gaming;5,555555556%
28/11/2017;Gaming;5,555555556%
29/11/2017;Gaming;5,555555556%
30/11/2017;Gaming;5,882352941%
1/12/2017;Gaming;5,454545455%
2/12/2017;Gaming;5,454545455%
3/12/2017;Gaming;5,660377358%
4/12/2017;Gaming;5,555555556%
5/12/2017;Gaming;5,454545455%
6/12/2017;Gaming;5,357142857%
7/12/2017;Gaming;7,142857143%
8/12/2017;Gaming;5,555555556%
9/12/2017;Gaming;7,017543860%
10/12/2017;Gaming;7,272727273%
11/12/2017;Gaming;7,692307692%
12/12/2017;Gaming;7,272727273%
13/12/2017;Gaming;5,660377358%
14/12/2017;Gaming;5,882352941%
15/12/2017;Gaming;6%
16/12/2017;Gaming;5,357142857%
17/12/2017;Gaming;5,660377358%
18/12/2017;Gaming;7,692307692%
19/12/2017;Gaming;7,272727273%
20/12/2017;Gaming;7,547169811%
21/12/2017;Gaming;7,407407407%
22/12/2017;Gaming;5,660377358%
23/12/2017;Gaming;5,555555556%
24/12/2017;Gaming;4,081632653%
25/12/2017;Gaming;3,921568627%
26/12/2017;Gaming;5,769230769%
27/12/2017;Gaming;5,660377358%
28/12/2017;Gaming;5,555555556%
29/12/2017;Gaming;5,454545455%
30/12/2017;Gaming;5,454545455%
31/12/2017;Gaming;5,882352941%
1/1/2018;Gaming;5,769230769%
2/1/2018;Gaming;3,773584906%
3/1/2018;Gaming;5,660377358%
4/1/2018;Gaming;5,555555556%
5/1/2018;Gaming;5,555555556%
6/1/2018;Gaming;5,769230769%
7/1/2018;Gaming;5,882352941%
8/1/2018;Gaming;5,660377358%
9/1/2018;Gaming;5,769230769%
12/1/2018;Gaming;5,454545455%
13/1/2018;Gaming;5,660377358%
14/1/2018;Gaming;5,769230769%
15/1/2018;Gaming;5,769230769%
16/1/2018;Gaming;5,882352941%
17/1/2018;Gaming;5,454545455%
18/1/2018;Gaming;5,555555556%
19/1/2018;Gaming;5,769230769%
20/1/2018;Gaming;5,769230769%
21/1/2018;Gaming;5,882352941%
22/1/2018;Gaming;5,769230769%
23/1/2018;Gaming;5,555555556%
24/1/2018;Gaming;5,882352941%
25/1/2018;Gaming;5,769230769%
26/1/2018;Gaming;5,660377358%
27/1/2018;Gaming;5,769230769%
28/1/2018;Gaming;5,882352941%
29/1/2018;Gaming;7,407407407%
30/1/2018;Gaming;7,142857143%
31/1/2018;Gaming;7,017543860%
1/2/2018;Gaming;5,555555556%
2/2/2018;Gaming;5,555555556%
3/2/2018;Gaming;5,882352941%
4/2/2018;Gaming;6%
5/2/2018;Gaming;5,660377358%
6/2/2018;Gaming;5,555555556%
7/2/2018;Gaming;4,615384615%
8/2/2018;Gaming;4,761904762%
9/2/2018;Gaming;5,882352941%
10/2/2018;Gaming;6,153846154%
11/2/2018;Gaming;6,349206349%
12/2/2018;Gaming;6,25%
13/2/2018;Gaming;5,970149254%
14/2/2018;Gaming;6,153846154%
15/2/2018;Gaming;7,692307692%
16/2/2018;Gaming;5,882352941%
17/2/2018;Gaming;6,153846154%
18/2/2018;Gaming;6,25%
19/2/2018;Gaming;6,25%
20/2/2018;Gaming;6,153846154%
21/2/2018;Gaming;6,153846154%
22/2/2018;Gaming;6,153846154%
23/2/2018;Gaming;6,25%
24/2/2018;Gaming;5,970149254%
25/2/2018;Gaming;7,8125%
26/2/2018;Gaming;6,153846154%
27/2/2018;Gaming;6,060606061%
28/2/2018;Gaming;5,797101449%
1/3/2018;Gaming;6,349206349%
2/3/2018;Gaming;6,060606061%
3/3/2018;Gaming;6,25%
4/3/2018;Gaming;6,153846154%
5/3/2018;Gaming;6,060606061%
6/3/2018;Gaming;6,25%
7/3/2018;Gaming;6,060606061%
8/3/2018;Gaming;6,349206349%
9/3/2018;Gaming;6,25%
10/3/2018;Gaming;6,451612903%
11/3/2018;Gaming;6,451612903%
12/3/2018;Gaming;7,692307692%
13/3/2018;Gaming;7,462686567%
14/3/2018;Gaming;7,462686567%
15/3/2018;Gaming;7,407407407%
16/3/2018;Gaming;6,349206349%
17/3/2018;Gaming;6,349206349%
18/3/2018;Gaming;6,451612903%
19/3/2018;Gaming;6,349206349%
20/3/2018;Gaming;6,349206349%
21/3/2018;Gaming;6,25%
22/3/2018;Gaming;6,349206349%
23/3/2018;Gaming;6,25%
24/3/2018;Gaming;6,153846154%
25/3/2018;Gaming;6,25%
26/3/2018;Gaming;7,692307692%
27/3/2018;Gaming;7,575757576%
28/3/2018;Gaming;6,557377049%
29/3/2018;Gaming;6,349206349%
30/3/2018;Gaming;6,349206349%
31/3/2018;Gaming;6,557377049%
1/4/2018;Gaming;6,153846154%
2/4/2018;Gaming;6,060606061%
3/4/2018;Gaming;6,25%
4/4/2018;Gaming;6,25%
5/4/2018;Gaming;6,060606061%
6/4/2018;Gaming;6,349206349%
7/4/2018;Gaming;6,557377049%
14/4/2018;Gaming;6,153846154%
15/4/2018;Gaming;4,615384615%
16/4/2018;Gaming;5,970149254%
17/4/2018;Gaming;6,060606061%
18/4/2018;Gaming;6,25%
19/4/2018;Gaming;6,153846154%
20/4/2018;Gaming;6,060606061%
21/4/2018;Gaming;5,970149254%
22/4/2018;Gaming;6,060606061%
23/4/2018;Gaming;7,352941176%
24/4/2018;Gaming;7,575757576%
25/4/2018;Gaming;7,462686567%
26/4/2018;Gaming;6,25%
27/4/2018;Gaming;6,153846154%
28/4/2018;Gaming;6,060606061%
29/4/2018;Gaming;6,153846154%
30/4/2018;Gaming;6,060606061%
1/5/2018;Gaming;6,153846154%
2/5/2018;Gaming;6,25%
3/5/2018;Gaming;6,349206349%
4/5/2018;Gaming;6,153846154%
5/5/2018;Gaming;5,970149254%
6/5/2018;Gaming;6,451612903%
7/5/2018;Gaming;6,451612903%
8/5/2018;Gaming;6,349206349%
9/5/2018;Gaming;6,060606061%
10/5/2018;Gaming;6,25%
11/5/2018;Gaming;7,246376812%
12/5/2018;Gaming;7,462686567%
13/5/2018;Gaming;7,352941176%
14/5/2018;Gaming;6,25%
15/5/2018;Gaming;7,462686567%
16/5/2018;Gaming;6,060606061%
17/5/2018;Gaming;6,153846154%
18/5/2018;Gaming;4,411764706%
19/5/2018;Gaming;6,349206349%
20/5/2018;Gaming;5,084745763%
21/5/2018;Gaming;5,970149254%
22/5/2018;Gaming;6,060606061%
23/5/2018;Gaming;6,060606061%
24/5/2018;Gaming;5,970149254%
25/5/2018;Gaming;7,352941176%
26/5/2018;Gaming;6,060606061%
27/5/2018;Gaming;5,970149254%
28/5/2018;Gaming;6,25%
29/5/2018;Gaming;6,25%
30/5/2018;Gaming;6,060606061%
31/5/2018;Gaming;5,970149254%
1/6/2018;Gaming;7,352941176%
2/6/2018;Gaming;7,575757576%
3/6/2018;Gaming;7,246376812%
4/6/2018;Gaming;6,060606061%
5/6/2018;Gaming;7,462686567%
6/6/2018;Gaming;7,575757576%
7/6/2018;Gaming;7,692307692%
8/6/2018;Gaming;6,349206349%
9/6/2018;Gaming;6,349206349%
10/6/2018;Gaming;7,936507937%
11/6/2018;Gaming;7,8125%
12/6/2018;Gaming;7,692307692%
13/6/2018;Gaming;7,692307692%
14/6/2018;Gaming;7,462686567%
14/11/2017;Film & Animation;7,407407407%
15/11/2017;Film & Animation;7,142857143%
16/11/2017;Film & Animation;7,142857143%
17/11/2017;Film & Animation;7,407407407%
18/11/2017;Film & Animation;7,142857143%
19/11/2017;Film & Animation;7,547169811%
20/11/2017;Film & Animation;7,547169811%
21/11/2017;Film & Animation;7,407407407%
22/11/2017;Film & Animation;7,692307692%
23/11/2017;Film & Animation;7,407407407%
24/11/2017;Film & Animation;7,547169811%
25/11/2017;Film & Animation;7,272727273%
26/11/2017;Film & Animation;7,407407407%
27/11/2017;Film & Animation;7,407407407%
28/11/2017;Film & Animation;7,407407407%
29/11/2017;Film & Animation;7,407407407%
30/11/2017;Film & Animation;7,843137255%
1/12/2017;Film & Animation;7,272727273%
2/12/2017;Film & Animation;7,272727273%
3/12/2017;Film & Animation;7,547169811%
4/12/2017;Film & Animation;7,407407407%
5/12/2017;Film & Animation;7,272727273%
6/12/2017;Film & Animation;7,142857143%
7/12/2017;Film & Animation;7,142857143%
8/12/2017;Film & Animation;7,407407407%
9/12/2017;Film & Animation;7,017543860%
